x_{0},x_{1},x_{2},x_{3},x_{4},x_{5},x_{6},x_{7},x_{8}
6.22904601415788,-0.11032708324269933,7.258154609902795,0.8732348374996275,-0.07179489780437537,0.18279611630701184,0.00295138668854522,8.57444831029376e+35,-0.0963414526072464
0.567137033353163,1.2509360306176724,1.4578532214421311,-0.5050284722548375,3.711815831800541,4.739372516527359,-13.6403960629105,1.56805120460028e+34,-0.6317583124313737
3.199612794525964,-0.190952250483801,9.992584359862349,-0.12910870904532337,-0.08229191834814707,0.1420182885332972,-0.0262258056621139,6.06364378937470e+35,0.02465359854926277
0.11629582457291349,-0.23261235969326513,1.2972836666321204,-3.0580336294295623,0.27790964139416857,1.8462220554026825,-0.0126280116798850,2.86126119530866e+33,0.7113364185629704
2.7141274627479497,3.4079891851990065,0.634394815965721,-0.11168975754034856,2.0877991019837014,7.938455541247144,-19.5134504104786,3.26548954288900e+34,-0.3806374857950071
1.008932590080606,2.186457916914302,1.071632008390887,-7.756330778292472,2.6855428275400346,2.9612884955871,-0.464919591795662,2.05053062588340e+34,-16.958890836403647
0.49049809150203616,0.21150710330489497,0.31047903009927474,0.11369508378724516,0.05777956268023728,0.39505799205005615,0.0146817160087884,2.88820507938397e+33,0.02404731783184755
6.0564059760542195,-4.404184463842525,0.26957870399346534,-3.1202002955415145,-0.09078833679992762,1.497855632305171,-0.00132083220918140,3.09641378966972e+34,13.741937665700794
2.9572218955471934,-0.18754091281853777,7.457994102436214,-0.4432885437450948,2.8760242428138807,2.1034961637051897,-9.32971939154099,4.18277382061874e+35,0.08313473813595537
1.305351945476942,-2.472258277733083,0.8524004003722115,-0.6204165954102134,1.518642400296848,1.8462706079696665,-1.85865010465628,2.11022954035498e+34,1.533830063645877
1.297608556164244,0.23285206507137737,6.026981242016489,0.3040801535677269,0.9511440281425981,0.163892155786007,1.48756002596176,1.48320770470167e+35,0.07080569170546676
2.1900736115744124,-0.5753828783755066,0.37287250470428784,0.26148037999879986,0.05180817987838435,0.17062965697807833,0.00513248355827567,1.54873639703514e+34,-0.15045133368243072
3.103502668550253,-0.2159657802468862,6.8812116972581245,-2.521158192690564,2.0528253987536864,7.833959324800658,-0.835745279686512,4.05019072274834e+35,0.5444838962102471
3.9753435320137576,1.2045765148521348,0.44359244472805903,-4.580411918257532,-2.0170239585621057,6.140825406545568,-0.444106962650777,3.34439247492406e+34,-5.517456625081839
3.98381036222766,0.12508566460339773,6.449884874771306,-3.3667331631216726,-3.5535081134743596,0.738406955420235,-1.87532235266602,4.87314183930027e+35,-0.4211300552513738
0.22011394880524193,0.7618698749173757,0.9425059592771549,-1.3866972354228022,0.04863190225393001,0.23632094120269068,-0.000852767949780580,3.93450500724017e+33,-1.056482849299841
3.166248757848989,0.8872364252091814,5.082235914904293,-1.0730632551041008,-0.461441272211432,3.682825666600329,-0.0992150493865565,3.05181557988143e+35,-0.9520608064818904
3.843925654555204,-0.7211114418984766,1.4254645023600536,-3.3086532469666814,-0.2266136412058775,0.246091671395112,-0.00776052045158652,1.03917770022459e+35,2.385907713662221
3.330118817395405,-8.138419447975835,0.3234179283640808,2.262486214477841,-0.44905596775945567,7.408673055002305,0.0445640863776313,2.04259494442359e+34,-18.41306180868369
3.17794142939305,1.777318548166134,0.7627563852571546,6.815802866955976,-0.011878326259271408,0.42852409594114177,1.03505513199145e-5,4.59716586336704e+34,12.113852856084767
2.867700767918558,-6.812167558493634,0.1442710294256163,0.29582646530807993,0.14956599238293955,3.832817118572184,0.0378093049487593,7.84641719229628e+33,-2.015219449915545
5.3899370268938,-5.832814249670984,0.34673921197919094,0.5372423825845392,-1.070366042398082,3.96213607717758,1.06626310754499,3.54441920838890e+34,-3.1336350246662907
0.195906005220404,7.212209609156109,0.16386584720869812,-0.40816820854412006,0.2833727209322743,8.883894300265844,-0.0983664299272352,6.08828016285535e+32,-2.943794675813937
5.738867162971614,-5.985017669927132,6.2842193903620025,-0.4029514463505162,-31.13460791699361,9.567550178682424,-1202.82954550025,6.83968251691597e+35,2.4116715265305344
0.6088316933289115,0.22777716757833047,0.7622028247223129,2.1471107490267527,1.6538343386392167,3.7939723703497865,0.636941531987117,8.80088281594426e+33,0.4890628048903015
4.283730707955281,-0.27170321783825085,0.3754443908244087,-0.18031149452802936,-0.03975863103373324,0.11643177417269568,-0.00438338317203291,3.05018523427798e+34,0.04899121327648975
0.9701825356596093,-1.5035116619359148,2.683089191742868,8.47174855773456,0.399521662243827,0.18049165356846247,0.00942057932398988,4.93681661310083e+34,-12.737372753542676
0.6178611654263928,0.1342646421949552,2.7407362796007417,-2.072218768307087,0.8463101820934755,0.5330451246822859,-0.172819814024807,3.21156399518709e+34,-0.27822571147642183
4.234231918265126,-6.197670313749145,0.7009617553885998,-0.6871076116135815,-0.29732975395828604,0.47775711733622656,-0.0643312496431872,5.62895008440127e+34,4.258466446848572
3.8944435756487974,2.459986851683603,0.16906864649504455,4.310805494242287,-0.8268240145772805,7.152707533905546,0.0792935278563124,1.24872533857359e+34,10.604524836001463
2.050513786535652,0.2110316349198584,1.5015539157137736,-1.0046269877180443,1.9154336680421993,1.4379414148250271,-1.82599421552634,5.83931705938798e+34,-0.2120080757027514
0.36511467305217216,7.1842025161857395,0.3813238596260752,1.0338086276937029,0.025969909150916088,0.19073904987979545,0.000326190052607424,2.64047280633782e+33,7.427090544331626
3.849402826699415,3.1607973492374923,0.33352149200299785,-0.9437909590441289,-0.8259429013416889,3.808888440488936,-0.361405070550602,2.43486910026093e+34,-2.9831319615809937
1.4665786413126325,1.0345131988841951,0.8634566872076695,1.1038944439802436,0.21884849737134215,0.25483894619368513,0.0216934984422077,2.40162029873328e+34,1.1419933724724916
